combined_hours,Date,Time,LD1_Warning,LD1_Fault,LD2_Warning,LD2_Fault,LD3_Warning,LD3_Fault,Filename
52.743802382,02/11/2018,04:36:13 AM,Warnings=None. , Faults=,,,,,F3E21802109
53.9074739648,02/11/2018,05:45:44 AM,Warnings=None. , Faults=,,,,,F3E21802109
55.0866611688,02/11/2018,06:56:05 AM,Warnings=None. , Faults=,,,,,F3E21802109
55.2014767649,02/11/2018,07:03:24 AM,Warnings=None. , Faults=,,,,,F3E21802109
55.3256017338,02/11/2018,07:11:15 AM,Warnings=None. , Faults=,,,,,F3E21802109
57.6250167814,02/11/2018,09:28:44 AM,Warnings=None. , Faults=,,,,,F3E21802109
58.8228227307,02/11/2018,10:40:06 AM,Warnings=None. , Faults=,,,,,F3E21802109
59.0648664199,02/11/2018,10:55:24 AM,Warnings=None. , Faults=,,,,,F3E21802109
59.2045070099,02/11/2018,11:02:54 AM,Warnings=None. , Faults=,,,,,F3E21802109
60.4954066857,02/11/2018,12:20:24 PM,Warnings=None. , Faults=,,,,,F3E21802109
61.2742908652,02/11/2018,01:08:06 PM,Warnings=None. , Faults=,,,,,F3E21802109
61.5535720451,02/11/2018,01:24:16 PM,Warnings=None. , Faults=,,,,,F3E21802109
61.8142344796,02/11/2018,01:39:26 PM,Warnings=None. , Faults=,,,,,F3E21802109
62.8134404787,02/11/2018,02:40:05 PM,Warnings=None. , Faults=,,,,,F3E21802109
63.5861184097,02/11/2018,03:26:25 PM,Warnings=None. , Faults=,,,,,F3E21802109
63.871605838,02/11/2018,03:42:56 PM,Warnings=None. , Faults=,,,,,F3E21802109
64.3618994649,02/11/2018,04:12:45 PM,Warnings=None. , Faults=,,,,,F3E21802109
64.5263650486,02/11/2018,04:22:46 PM,Warnings=None. , Faults=,,,,,F3E21802109
65.7769241096,02/11/2018,05:38:05 PM,Warnings=None. , Faults=,,,,,F3E21802109
66.4689208109,02/11/2018,06:18:45 PM,Warnings=None. , Faults=,,,,,F3E21802109
67.4495080647,02/11/2018,07:18:25 PM,Warnings=None. , Faults=,,,,,F3E21802109
68.1104735237,02/11/2018,07:57:25 PM,Warnings=None. , Faults=,,,,,F3E21802109
68.3835484552,02/11/2018,08:14:27 PM,Warnings=None. , Faults=,,,,,F3E21802109
68.7373046163,02/11/2018,08:35:45 PM,Warnings=None. , Faults=,,,,,F3E21802109
69.0072764236,02/11/2018,08:51:25 PM,Warnings=None. , Faults=,,,,,F3E21802109
70.825707217,02/11/2018,10:40:47 PM,Warnings=None. , Faults=,,,,,F3E21802109
71.7069944957,02/11/2018,11:33:55 PM,Warnings=None. , Faults=,,,,,F3E21802109
71.9769663029,02/11/2018,11:49:35 PM,Warnings=None. , Faults=,,,,,F3E21802109
72.7713661035,02/12/2018,12:36:57 AM,Warnings=None. , Faults=,,,,,F3E21802109
72.9016973207,02/12/2018,12:45:05 AM,Warnings=None. , Faults=,,,,,F3E21802109
72.9110066934,02/12/2018,12:45:37 AM,Warnings=None. , Faults=,,,,,F3E21802109
73.6464471337,02/12/2018,01:29:46 AM,Warnings=None. , Faults=,,,,,F3E21802109
74.1894938724,02/12/2018,02:02:27 AM,Warnings=None. , Faults=,,,,,F3E21802109
74.704612493,02/12/2018,02:33:47 AM,Warnings=None. , Faults=,,,,,F3E21802109
75.7503653555,02/12/2018,03:35:47 AM,Warnings=None. , Faults=,,,,,F3E21802109
75.8341497094,02/12/2018,03:41:26 AM,Warnings=None. , Faults=,,,,,F3E21802109
77.1250493853,02/12/2018,04:58:56 AM,Warnings=None. , Faults=,,,,,F3E21802109
78.5586927754,02/12/2018,06:24:06 AM,Warnings=None. , Faults=,,,,,F3E21802109
78.8317677068,02/12/2018,06:41:08 AM,Warnings=None. , Faults=,,,,,F3E21802109
79.3499894517,02/12/2018,07:12:28 AM,Warnings=None. , Faults=,,,,,F3E21802109
79.9985424138,02/12/2018,07:50:48 AM,Warnings=None. , Faults=,,,,,F3E21802109
80.3616079477,02/12/2018,08:12:36 AM,Warnings=None. , Faults=,,,,,F3E21802109
82.3445043248,02/12/2018,10:12:06 AM,Warnings=None. , Faults=,,,,,F3E21802109
82.8130760821,02/12/2018,10:39:36 AM,Warnings=None. , Faults=,,,,,F3E21802109
85.916200303,02/12/2018,01:46:18 PM,Warnings=None. , Faults=,,,,,F3E21802109
88.8641683128,02/12/2018,04:43:17 PM,Warnings=None. , Faults=,,,,,F3E21802109
89.2551619646,02/12/2018,05:06:37 PM,Warnings=None. , Faults=,,,,,F3E21802109
89.9316430448,02/12/2018,05:46:49 PM,Warnings=None. , Faults=,,,,,F3E21802109
90.4467616655,02/12/2018,06:18:09 PM,Warnings=None. , Faults=,,,,,F3E21802109
92.0665925087,02/12/2018,07:55:47 PM,Warnings=None. , Faults=,,,,,F3E21802109
92.7368673404,02/12/2018,08:36:39 PM,Warnings=None. , Faults=,,,,,F3E21802109
93.2768109549,02/12/2018,09:07:59 PM,Warnings=None. , Faults=,,,,,F3E21802109
93.4071421722,02/12/2018,09:16:09 PM,Warnings=None. , Faults=,,,,,F3E21802109
95.2100573445,02/12/2018,11:04:39 PM,Warnings=None. , Faults=,,,,,F3E21802109
95.315563568,02/12/2018,11:10:18 PM,Warnings=None. , Faults=,,,,,F3E21802109
96.1037571201,02/12/2018,11:58:28 PM,Warnings=None. , Faults=,,,,,F3E21802109
98.0214878886,02/13/2018,01:53:18 AM,Warnings=None. , Faults=,,,,,F3E21802109
98.5272971366,02/13/2018,02:23:58 AM,Warnings=None. , Faults=,,,,,F3E21802109
102.949249151,02/13/2018,06:48:30 AM,Warnings=None. , Faults=,,,,,F3E21802109
103.591595865,02/13/2018,07:27:40 AM,Warnings=None. , Faults=,,,,,F3E21802109
104.597008113,02/13/2018,08:27:29 AM,Warnings=None. , Faults=,,,,,F3E21802109
107.839772923,02/13/2018,11:43:01 AM,Warnings=None. , Faults=,,,,,F3E21802109
110.049197369,02/13/2018,01:54:41 PM,Warnings=None. , Faults=,,,,,F3E21802109
110.527078499,02/13/2018,02:23:49 PM,Warnings=None. , Faults=,,,,,F3E21802109
110.790844057,02/13/2018,02:39:19 PM,Warnings=None. , Faults=,,,,,F3E21802109
113.251621565,02/13/2018,05:08:01 PM,Warnings=None. , Faults=,,,,,F3E21802109
114.291168179,02/13/2018,06:10:11 PM,Warnings=None. , Faults=,,,,,F3E21802109
115.687574078,02/13/2018,07:35:00 PM,Warnings=None. , Faults=,,,,,F3E21802109
116.469561382,02/13/2018,08:21:42 PM,Warnings=None. , Faults=,,,,,F3E21802109
116.854348785,02/13/2018,08:44:42 PM,Warnings=None. , Faults=,,,,,F3E21802109
116.947442512,02/13/2018,08:50:50 PM,Warnings=None. , Faults=,,,,,F3E21802109
117.037433114,02/13/2018,08:55:40 PM,Warnings=None. , Faults=,,,,,F3E21802109
117.096392474,02/13/2018,08:58:50 PM,Warnings=None. , Faults=,,,,,F3E21802109
117.875276654,02/13/2018,09:46:42 PM,Warnings=None. , Faults=,,,,,F3E21802109
119.668882453,02/13/2018,11:33:30 PM,Warnings=None. , Faults=,,,,,F3E21802109
119.786801174,02/13/2018,11:41:00 PM,Warnings=None. , Faults=,,,,,F3E21802109
119.811626167,02/13/2018,11:42:22 PM,Warnings=None. , Faults=,,,,,F3E21802109
119.93885426,02/13/2018,11:50:22 PM,Warnings=None. , Faults=,,,,,F3E21802109
121.074597725,02/14/2018,12:58:40 AM,Warnings=None. , Faults=,,,,,F3E21802109
121.226650812,02/14/2018,01:08:02 AM,Warnings=None. , Faults=,,,,,F3E21802109
121.772800675,02/14/2018,01:39:42 AM,Warnings=None. , Faults=,,,,,F3E21802109
122.51134424,02/14/2018,02:24:00 AM,Warnings=None. , Faults=,,,,,F3E21802109
122.74718168,02/14/2018,02:39:00 AM,Warnings=None. , Faults=,,,,,F3E21802109
123.076112848,02/14/2018,02:57:50 AM,Warnings=None. , Faults=,,,,,F3E21802109
124.429075008,02/14/2018,04:20:01 AM,Warnings=None. , Faults=,,,,,F3E21802109
125.468621622,02/14/2018,05:21:51 AM,Warnings=None. , Faults=,,,,,F3E21802109
126.101658963,02/14/2018,06:00:31 AM,Warnings=None. , Faults=,,,,,F3E21802109
126.899161888,02/14/2018,06:48:03 AM,Warnings=None. , Faults=,,,,,F3E21802109
127.141205577,02/14/2018,07:02:11 AM,Warnings=None. , Faults=,,,,,F3E21802109
127.656324198,02/14/2018,07:33:21 AM,Warnings=None. , Faults=,,,,,F3E21802109
128.58415834,02/14/2018,08:29:03 AM,Warnings=None. , Faults=,,,,,F3E21802109
130.89288276,02/14/2018,10:47:11 AM,Warnings=None. , Faults=,,,,,F3E21802109
132.68648856,02/14/2018,12:35:11 PM,Warnings=None. , Faults=,,,,,F3E21802109
132.711313554,02/14/2018,12:36:33 PM,Warnings=None. , Faults=,,,,,F3E21802109
133.226432174,02/14/2018,01:07:43 PM,Warnings=None. , Faults=,,,,,F3E21802109
134.87729426,02/14/2018,02:47:02 PM,Warnings=None. , Faults=,,,,,F3E21802109
135.770994035,02/14/2018,03:40:52 PM,Warnings=None. , Faults=,,,,,F3E21802109
135.935459619,02/14/2018,03:50:53 PM,Warnings=None. , Faults=,,,,,F3E21802109
137.834571642,02/14/2018,05:44:42 PM,Warnings=None. , Faults=,,,,,F3E21802109
138.256596536,02/14/2018,06:09:44 PM,Warnings=None. , Faults=,,,,,F3E21802109
138.498640225,02/14/2018,06:23:52 PM,Warnings=None. , Faults=,,,,,F3E21802109
139.153399436,02/14/2018,07:03:54 PM,Warnings=None. , Faults=,,,,,F3E21802109
